date_held,tender_number,maturity,isin,date_settled,name,value
30/4/2009,8-Sep,30/10/2009,AU2CLTN30106,1/5/2009,amount_offered,600000000
30/4/2009,8-Sep,30/10/2009,AU2CLTN30106,1/5/2009,amount_allotted,600000000
30/4/2009,8-Sep,30/10/2009,AU2CLTN30106,1/5/2009,amount_of_bids,2505000000
30/4/2009,8-Sep,30/10/2009,AU2CLTN30106,1/5/2009,coverage_ratio,4.2
30/4/2009,8-Sep,30/10/2009,AU2CLTN30106,1/5/2009,weighted_average_issue_yield,2.7271
30/4/2009,8-Sep,30/10/2009,AU2CLTN30106,1/5/2009,lowest_accepted_yield,2.68
30/4/2009,8-Sep,30/10/2009,AU2CLTN30106,1/5/2009,highest_accepted_yield,2.78
30/4/2009,8-Sep,30/10/2009,AU2CLTN30106,1/5/2009,highest_bid_yield,3
30/4/2009,8-Sep,30/10/2009,AU2CLTN30106,1/5/2009,weighted_average_bid,2.8596
30/4/2009,8-Sep,30/10/2009,AU2CLTN30106,1/5/2009,number_of_bids,16
30/4/2009,8-Sep,30/10/2009,AU2CLTN30106,1/5/2009,number_of_successful_bids,5
30/4/2009,8-Sep,30/10/2009,AU2CLTN30106,1/5/2009,number_of_bids_accepted_in_full,4
30/4/2009,8-Sep,30/10/2009,AU2CLTN30106,1/5/2009,settlement_proceeds,591950642
30/4/2009,8-Sep,29/1/2010,AU2CLTN29017,1/5/2009,amount_offered,300000000
30/4/2009,8-Sep,29/1/2010,AU2CLTN29017,1/5/2009,amount_allotted,300000000
30/4/2009,8-Sep,29/1/2010,AU2CLTN29017,1/5/2009,amount_of_bids,1425000000
30/4/2009,8-Sep,29/1/2010,AU2CLTN29017,1/5/2009,coverage_ratio,4.8
30/4/2009,8-Sep,29/1/2010,AU2CLTN29017,1/5/2009,weighted_average_issue_yield,2.7683
30/4/2009,8-Sep,29/1/2010,AU2CLTN29017,1/5/2009,lowest_accepted_yield,2.74
30/4/2009,8-Sep,29/1/2010,AU2CLTN29017,1/5/2009,highest_accepted_yield,2.85
30/4/2009,8-Sep,29/1/2010,AU2CLTN29017,1/5/2009,highest_bid_yield,2.9
30/4/2009,8-Sep,29/1/2010,AU2CLTN29017,1/5/2009,weighted_average_bid,2.8535
30/4/2009,8-Sep,29/1/2010,AU2CLTN29017,1/5/2009,number_of_bids,13
30/4/2009,8-Sep,29/1/2010,AU2CLTN29017,1/5/2009,number_of_successful_bids,5
30/4/2009,8-Sep,29/1/2010,AU2CLTN29017,1/5/2009,number_of_bids_accepted_in_full,2
30/4/2009,8-Sep,29/1/2010,AU2CLTN29017,1/5/2009,settlement_proceeds,293914351
7/5/2009,9-Sep,7/8/2009,AU2CLTN07088,8/5/2009,amount_offered,600000000
7/5/2009,9-Sep,7/8/2009,AU2CLTN07088,8/5/2009,amount_allotted,600000000
7/5/2009,9-Sep,7/8/2009,AU2CLTN07088,8/5/2009,amount_of_bids,1284000000
7/5/2009,9-Sep,7/8/2009,AU2CLTN07088,8/5/2009,coverage_ratio,2.1
7/5/2009,9-Sep,7/8/2009,AU2CLTN07088,8/5/2009,weighted_average_issue_yield,2.84
7/5/2009,9-Sep,7/8/2009,AU2CLTN07088,8/5/2009,lowest_accepted_yield,2.79
7/5/2009,9-Sep,7/8/2009,AU2CLTN07088,8/5/2009,highest_accepted_yield,2.99
7/5/2009,9-Sep,7/8/2009,AU2CLTN07088,8/5/2009,highest_bid_yield,3
7/5/2009,9-Sep,7/8/2009,AU2CLTN07088,8/5/2009,weighted_average_bid,2.9212
7/5/2009,9-Sep,7/8/2009,AU2CLTN07088,8/5/2009,number_of_bids,15
7/5/2009,9-Sep,7/8/2009,AU2CLTN07088,8/5/2009,number_of_successful_bids,13
7/5/2009,9-Sep,7/8/2009,AU2CLTN07088,8/5/2009,number_of_bids_accepted_in_full,12
7/5/2009,9-Sep,7/8/2009,AU2CLTN07088,8/5/2009,settlement_proceeds,595781061
7/5/2009,9-Sep,6/11/2009,AU2CLTN06114,8/5/2009,amount_offered,600000000
7/5/2009,9-Sep,6/11/2009,AU2CLTN06114,8/5/2009,amount_allotted,600000000
7/5/2009,9-Sep,6/11/2009,AU2CLTN06114,8/5/2009,amount_of_bids,1720000000
7/5/2009,9-Sep,6/11/2009,AU2CLTN06114,8/5/2009,coverage_ratio,2.9
